Title,Address,State,Zipcode,PhoneNumber,Description
Sanford Health Lake Norden Clinic,"512 Main Ave, Lake Norden, SD 57248",SD,57248,(605) 785-3633,"Sanford Health has launched a test for the COVID-19 virus using an FDA-approved method under Emergency Use Authorization. Tests will be available at Sanford clinics and medical centers, and processed at the Sanford laboratory in Sioux Falls. Patients will receive results in 24-48 hours. To be tested, patients must meet high-risk criteria and have a physician order."
Sanford Health Mitchell,"2100 Highland Way, Mitchell, SD 57301",SD,57301,(605) 996-0400,"Sanford Health has launched a test for the COVID-19 virus using an FDA-approved method under Emergency Use Authorization. Tests will be available at Sanford clinics and medical centers, and processed at the Sanford laboratory in Sioux Falls. Patients will receive results in 24-48 hours. To be tested, patients must meet high-risk criteria and have a physician order."
Sanford Health Pierre Clinic,"521 E Sioux Avenue, Pierre, SD 57501",SD,57501,(605) 945-5560,"Sanford Health has launched a test for the COVID-19 virus using an FDA-approved method under Emergency Use Authorization. Tests will be available at Sanford clinics and medical centers, and processed at the Sanford laboratory in Sioux Falls. Patients will receive results in 24-48 hours. To be tested, patients must meet high-risk criteria and have a physician order."
Sanford Health Watertown Clinic,"901 4th St NW, Watertown, SD 57201",SD,57201,(605) 886-1565,"Sanford Health has launched a test for the COVID-19 virus using an FDA-approved method under Emergency Use Authorization. Tests will be available at Sanford clinics and medical centers, and processed at the Sanford laboratory in Sioux Falls. Patients will receive results in 24-48 hours. To be tested, patients must meet high-risk criteria and have a physician order."
Sanford Sports Complex Acute Care Clinic Respiratory Clinic and COVID-19 drive-thru testing,"4000 N Hercules Ave, Sioux Falls, SD 57107",SD,57107,(605) 333-4444,N/A
Sioux Falls Urgent Care,"7600 S. Minnesota Ave., Sioux Falls, SD 57108",SD,57108,(605) 937-7951,"Please call the clinic first if you are experiencing COVID-19 symptoms. You will be evaluated remotely by a provider over the phone and if you qualify for testing, you will be tested through a drive through process."
VA Black Hills Health Care System,"113 Comanche Road, Fort Meade, SD 57741",SD,57741,(605) 347-2511,"If you are experiencing symptoms such as fever, cough, or shortness of breath call your VA health care team or nurse triage right away at 877-339-6837."
Winner Regional Healthcare Center,"745 E 8th St , Winner, SD 57580",SD,57580,(605) 842-7100,N/A
901 Health and Wellness,"364 S Front St, Memphis, TN 38103",TN,38103,(901) 308-1067,"Tennesseans should first call their usual source of care. If an assessment cannot be done in that location, individuals should call the assessment site prior to going onsite. Most locations do a phone assessment to determine if an in-person assessment or test is needed. Most individuals, particularly those with mild or no symptoms do NOT need a test. Call 901-842-3162 or Text 'Test2020' to 91999"
Anderson County Health Department,"710 North Main Street, Suite A, Clinton, TN 37716",TN,37716,(865) 425-8800,"Tennesseans should first call their usual source of care. If an assessment cannot be done in that location, individuals should call the assessment site prior to going onsite. Most locations do a phone assessment to determine if an in-person assessment or test is needed. Most individuals, particularly those with mild or no symptoms do NOT need a test. Call 865-425-8800"
Baptist Operation Outreach Homeless Health Shelter,"1325 Jefferson Avenue, Memphis, TN 38104",TN,38104,(901) 842-3167,"Tennesseans should first call their usual source of care. If an assessment cannot be done in that location, individuals should call the assessment site prior to going onsite. Most locations do a phone assessment to determine if an in-person assessment or test is needed. Most individuals, particularly those with mild or no symptoms do NOT need a test. Call 901-842-3167"
Bedford County Health Department,"140 Dover Street, Shelbyville, TN 37160",TN,37160,(931) 684-3426,"Tennesseans should first call their usual source of care. If an assessment cannot be done in that location, individuals should call the assessment site prior to going onsite. Most locations do a phone assessment to determine if an in-person assessment or test is needed. Most individuals, particularly those with mild or no symptoms do NOT need a test. Call 931-684-3426"
Bedford County Pop up - Shelbyville Central High School,"401 Eagle Blvd, Shelbyville, TN 37160",TN,37160,https://www.wjhl.com/news/regional/tennessee/free-covid-19-tests-for-all-tennesseans-available-starting-saturday/,"Free COVID-19 tests for all Tennesseans on Saturday April 18 from 9-12pm The expanded testing will be available even if you don’t have traditional symptoms, and results will be available in as soon as 72 hours."
Benton County Health Department,"225 Hospital Drive, Camden, TN 38320",TN,38320,(731) 584-4944,"Tennesseans should first call their usual source of care. If an assessment cannot be done in that location, individuals should call the assessment site prior to going onsite. Most locations do a phone assessment to determine if an in-person assessment or test is needed. Most individuals, particularly those with mild or no symptoms do NOT need a test. Call 731-584-4944"
Bledsoe County Health Department,"1185 Alvin York Highway, Pikeville, TN 37367",TN,37367,(423) 447-2149,"Tennesseans should first call their usual source of care. If an assessment cannot be done in that location, individuals should call the assessment site prior to going onsite. Most locations do a phone assessment to determine if an in-person assessment or test is needed. Most individuals, particularly those with mild or no symptoms do NOT need a test. Call 423-447-2149"
Blount County Health Department,"301 Mcghee Street, Maryville, TN 37801",TN,37801,(865) 983-4582,"Tennesseans should first call their usual source of care. If an assessment cannot be done in that location, individuals should call the assessment site prior to going onsite. Most locations do a phone assessment to determine if an in-person assessment or test is needed. Most individuals, particularly those with mild or no symptoms do NOT need a test. Call 865-983-4582"
